,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
3502,149092,['https://a.ltrbxd.com/resized/sm/upload/3u/f0/01/76/c8q9ksBmRungE0plqgdqXvSbAvB-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/3u/f0/01/76/c8q9ksBmRungE0plqgdqXvSbAvB-0-150-0-225-crop.jpg', 'path': 'full/47c1d9a0eacb3a27e7fd6b9cfc9d905bdf55f1cb.jpg', 'checksum': '07c5579709f1ea487948481b67d55f15'}]",143.0,Hateship Loveship,1700.0,"(231, 202, 170)","[(232, 202, 171), (120, 66, 60), (186, 130, 113), (156, 112, 80), (202, 162, 120), (132, 116, 92)]",['drama'],2013,USA,Liza Johnson
3504,118567,['https://a.ltrbxd.com/resized/film-poster/1/1/8/5/6/7/118567-hell-baby-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/1/8/5/6/7/118567-hell-baby-0-150-0-225-crop.jpg', 'path': 'full/d035897d745e8445303df33524aca8ef7667a718.jpg', 'checksum': 'a8203d9cb01ca796272eff6d67d88082'}]",207.0,Hell Baby,1900.0,"(50, 49, 43)","[(209, 163, 151), (49, 46, 41), (145, 122, 101), (164, 168, 155), (106, 114, 99), (166, 156, 157)]","['horror', 'comedy']",2013,USA,Ben Garant
3505,127750,['https://a.ltrbxd.com/resized/film-poster/1/2/7/7/5/0/127750-rapture-palooza-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/2/7/7/5/0/127750-rapture-palooza-0-150-0-225-crop.jpg', 'path': 'full/ac82b2846fb35f0bea7c90c75726a00dc38a44a9.jpg', 'checksum': 'a94554e6c55305e357fd8b9b69fe73b8'}]",171.0,Rapture-Palooza,2300.0,"(37, 12, 10)","[(227, 196, 172), (16, 6, 6), (127, 37, 29), (198, 24, 11), (152, 144, 142), (128, 124, 132)]","['horror', 'fantasy', 'comedy']",2013,USA,Paul Middleditch
3506,158997,['https://a.ltrbxd.com/resized/film-poster/1/5/8/9/9/7/158997-the-starving-games-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/5/8/9/9/7/158997-the-starving-games-0-150-0-225-crop.jpg', 'path': 'full/96db012add4484b7a6b5205f64bd2bf10c5d85a5.jpg', 'checksum': 'd074e99df77ae63fbafcfa0468a4423a'}]",112.0,The Starving Games,3200.0,"(56, 16, 17)","[(229, 170, 100), (36, 8, 11), (137, 47, 39), (202, 50, 43), (150, 138, 101), (116, 120, 116)]",['comedy'],2013,USA,Jason Friedberg
3509,91571,['https://a.ltrbxd.com/resized/film-poster/9/1/5/7/1/91571-the-history-of-future-folk-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/9/1/5/7/1/91571-the-history-of-future-folk-0-150-0-225-crop.jpg', 'path': 'full/0d22abebf7b1d7bba60dbcef6fce9bb9d3861a88.jpg', 'checksum': '2099f482d88fc9c5eaf7ecc128d0ad04'}]",243.0,The History of Future Folk,972.0,"(21, 11, 9)","[(175, 126, 93), (20, 10, 8), (97, 65, 48), (116, 115, 116), (68, 68, 68), (132, 132, 132)]","['science fiction', 'comedy', 'music']",2012,USA,Jeremy Kipp Walker
3513,80382,['https://a.ltrbxd.com/resized/sm/upload/z3/p5/31/2f/eIIPonlNZAhAAmcoa1deoHpIFJ7-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/z3/p5/31/2f/eIIPonlNZAhAAmcoa1deoHpIFJ7-0-150-0-225-crop.jpg', 'path': 'full/e5956c0f1732824c81c063285ce7518a38a5a2f6.jpg', 'checksum': '45471e533b540a0a72240a1899fe1bfa'}]",133.0,The Jeffrey Dahmer Files,1300.0,"(116, 102, 83)","[(116, 102, 82), (209, 208, 184), (179, 171, 164), (33, 22, 10), (181, 169, 152), (51, 44, 24)]",['documentary'],2012,USA,Chris James Thompson
3515,96653,['https://a.ltrbxd.com/resized/sm/upload/od/d1/y5/6u/9gUTJ5dM2T7rfTXzMDI4naIglWk-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/od/d1/y5/6u/9gUTJ5dM2T7rfTXzMDI4naIglWk-0-150-0-225-crop.jpg', 'path': 'full/aecc7b1e9d8c5983d3bae8887a4f27d104124616.jpg', 'checksum': '1a0d7882d4a0e76499a6c8898376636a'}]",69.0,At Any Price,1100.0,"(223, 216, 210)","[(43, 61, 76), (223, 219, 215), (136, 89, 74), (179, 140, 130), (155, 135, 86), (223, 173, 145)]",['drama'],2012,USA,Ramin Bahrani
3516,119329,['https://a.ltrbxd.com/resized/film-poster/1/1/9/3/2/9/119329-bronies-the-extremely-unexpected-adult-fans-of-my-little-pony-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/1/9/3/2/9/119329-bronies-the-extremely-unexpected-adult-fans-of-my-little-pony-0-150-0-225-crop.jpg', 'path': 'full/bccece53cb4ef5fb183aa4ab221ce97ce8e5010f.jpg', 'checksum': '9787790c7b56540e3da0ce855aeb0136'}]",82.0,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,1400.0,"(6, 6, 6)","[(5, 5, 5), (158, 166, 164), (76, 90, 88), (118, 102, 138), (64, 50, 80), (124, 110, 121)]",['documentary'],2012,USA,Laurent Malaquais
3520,106674,['https://a.ltrbxd.com/resized/film-poster/1/0/6/6/7/4/106674-fire-with-fire-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/0/6/6/7/4/106674-fire-with-fire-0-150-0-225-crop.jpg', 'path': 'full/9a8bc457800e463b2064a196f8b1a22725f16d42.jpg', 'checksum': '5323fccce18ee98c4a75cff14f24c668'}]",79.0,Fire with Fire,1500.0,"(221, 176, 132)","[(39, 24, 18), (222, 180, 138), (140, 92, 63), (159, 161, 153), (152, 137, 140), (194, 72, 36)]","['thriller', 'crime', 'action', 'drama']",2012,USA,David Barrett
3521,138960,['https://a.ltrbxd.com/resized/sm/upload/sm/nr/0a/1n/bs-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/sm/nr/0a/1n/bs-0-150-0-225-crop.jpg', 'path': 'full/ff5cbe24d5866ffc2b64ad6689c47f7f93645a1b.jpg', 'checksum': '3b71f8eec70e54be00f7f8ad0d0c31ea'}]",203.0,Big Star: Nothing Can Hurt Me,1100.0,"(39, 20, 18)","[(39, 20, 18), (183, 125, 106), (122, 63, 51), (148, 142, 137), (138, 130, 132), (73, 87, 66)]",['documentary'],2012,USA,Drew DeNicola
3523,40887,['https://a.ltrbxd.com/resized/film-poster/4/0/8/8/7/40887-laid-to-rest-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/0/8/8/7/40887-laid-to-rest-0-150-0-225-crop.jpg', 'path': 'full/8fadd8b4361b3a5a6197d69cb927b64d209efa7d.jpg', 'checksum': 'c7c72f2a9a28ca80e2044e735fb538d2'}]",132.0,Laid to Rest,1100.0,"(195, 163, 169)","[(8, 7, 9), (200, 201, 208), (185, 12, 15), (90, 55, 62), (118, 137, 152), (101, 117, 134)]","['horror', 'thriller']",2009,USA,Robert Hall
3525,99966,['https://a.ltrbxd.com/resized/film-poster/9/9/9/6/6/99966-viola-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/9/9/9/6/6/99966-viola-0-150-0-225-crop.jpg', 'path': 'full/6d0eff86fcb1b9af9f3d317b02d2043b051a884d.jpg', 'checksum': '388f559401a4f39e442bb35dcdf57061'}]",142.0,Viola,626.0,"(52, 35, 29)","[(50, 32, 26), (198, 171, 147), (137, 86, 75), (102, 86, 79), (142, 140, 137), (148, 132, 132)]",['drama'],2012,USA,Matías Piñeiro
3526,244155,['https://a.ltrbxd.com/resized/film-poster/2/4/4/1/5/5/244155-november-criminals-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/4/4/1/5/5/244155-november-criminals-0-150-0-225-crop.jpg', 'path': 'full/97b9e0b0c05c6d7b74ae6723e369c8de92be3237.jpg', 'checksum': 'e426c64f883e3e943133d9b464732dbd'}]",75.0,November Criminals,1000.0,"(217, 180, 69)","[(217, 180, 67), (104, 60, 40), (32, 21, 18), (241, 230, 212), (122, 106, 71), (68, 76, 68)]","['crime', 'drama', 'mystery']",2017,USA,Sacha Gervasi
3529,385389,['https://a.ltrbxd.com/resized/film-poster/3/8/5/3/8/9/385389-the-rider-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/8/5/3/8/9/385389-the-rider-0-150-0-225-crop.jpg', 'path': 'full/fbccda401fb0bf6b8f856c6b6d28d0194682a4b1.jpg', 'checksum': '0ef34997d7530dc4af04437c143330c4'}]",140.0,The Rider,509.0,"(141, 144, 143)","[(137, 139, 138), (25, 48, 62), (235, 234, 232), (82, 63, 58), (198, 213, 217), (100, 77, 64)]",['drama'],2017,USA,Chloé Zhao
3531,370538,['https://a.ltrbxd.com/resized/film-poster/3/7/0/5/3/8/370538-bill-burr-walk-your-way-out-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/0/5/3/8/370538-bill-burr-walk-your-way-out-0-150-0-225-crop.jpg', 'path': 'full/3057770a310618cc57deae9db73441105b9cf943.jpg', 'checksum': 'cdb12c2d31307ec0941b2efb64633d08'}]",411.0,Bill Burr: Walk Your Way Out,2000.0,"(25, 25, 40)","[(20, 23, 39), (210, 172, 149), (107, 70, 65), (186, 27, 34), (126, 132, 145), (124, 124, 140)]",['comedy'],2017,USA,Jay Karas
3532,324585,['https://a.ltrbxd.com/resized/film-poster/3/2/4/5/8/5/324585-rebel-in-the-rye-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/2/4/5/8/5/324585-rebel-in-the-rye-0-150-0-225-crop.jpg', 'path': 'full/13715284b8aafda42b1f8031b54fcd5628e9be63.jpg', 'checksum': 'aa472f1f1a2db46d2f2bd1e2875d28a2'}]",116.0,Rebel in the Rye,844.0,"(67, 57, 49)","[(68, 58, 50), (204, 181, 164), (138, 118, 104), (164, 156, 148), (164, 148, 140), (116, 116, 100)]",['drama'],2017,USA,Danny Strong
3534,415469,['https://a.ltrbxd.com/resized/sm/upload/gg/mw/8z/ex/xwbUdvfmyRfsCTuZGWX457BheCG-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/gg/mw/8z/ex/xwbUdvfmyRfsCTuZGWX457BheCG-0-150-0-225-crop.jpg', 'path': 'full/204f6a624105dc059ae6d9d5d7d10e94ccd9ad2c.jpg', 'checksum': '2113ee61a30197b7b0a2d028132f446a'}]",189.0,My Nephew Emmett,1200.0,"(185, 126, 70)","[(176, 117, 62), (35, 19, 11), (250, 225, 189), (244, 203, 151), (226, 176, 124), (108, 57, 19)]","['drama', 'history']",2017,USA,"Kevin Wilson, Jr."
3538,403570,['https://a.ltrbxd.com/resized/sm/upload/9i/32/vl/np/bCGuiWVVxHkjBml5FP5LGP2LYu1-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/9i/32/vl/np/bCGuiWVVxHkjBml5FP5LGP2LYu1-0-150-0-225-crop.jpg', 'path': 'full/10cf1bfbc5e8b7bf590cd6a57cf34fee07970efa.jpg', 'checksum': '269cb0c772dac9590721a8b73a0f9e2d'}]",276.0,Victor Crowley,1100.0,"(203, 109, 39)","[(29, 32, 39), (197, 90, 28), (21, 90, 119), (37, 163, 189), (240, 211, 66), (14, 127, 165)]","['horror', 'comedy']",2017,USA,Adam Green
3539,95849,['https://a.ltrbxd.com/resized/sm/upload/60/xk/3r/1t/26nXjfDHGVe4bxV6lMgstnvmwce-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/60/xk/3r/1t/26nXjfDHGVe4bxV6lMgstnvmwce-0-150-0-225-crop.jpg', 'path': 'full/dcf03c4ae1c9c65a485548dbd106797886835d96.jpg', 'checksum': 'ed4faac75b3d8d228ec504f3331b75f8'}]",111.0,My Amityville Horror,1100.0,"(66, 45, 44)","[(54, 26, 25), (149, 148, 148), (159, 37, 44), (109, 108, 108), (222, 188, 188), (156, 140, 148)]","['horror', 'documentary']",2012,USA,Eric Walter
3544,58599,['https://a.ltrbxd.com/resized/film-poster/5/8/5/9/9/58599-i-don-t-know-how-she-does-it-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/8/5/9/9/58599-i-don-t-know-how-she-does-it-0-150-0-225-crop.jpg', 'path': 'full/d85fff62cea1d07ec0df0767af9060e5e2a491bf.jpg', 'checksum': '6ba1952de0d27618b4512be1c3bf4a70'}]",83.0,I Don't Know How She Does It,2300.0,"(134, 149, 51)","[(131, 147, 47), (22, 13, 12), (220, 206, 184), (176, 176, 154), (186, 204, 122), (68, 76, 68)]","['romance', 'comedy']",2011,USA,Douglas McGrath
3545,376607,['https://a.ltrbxd.com/resized/film-poster/3/7/6/6/0/7/376607-the-evil-within-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/6/6/0/7/376607-the-evil-within-0-150-0-225-crop.jpg', 'path': 'full/9837cb2e6fe9ef3356de7a70439cb783a339a361.jpg', 'checksum': 'f6d916727e4a7e384fc6db3c3c335089'}]",181.0,The Evil Within,834.0,"(44, 43, 38)","[(40, 39, 34), (201, 201, 189), (125, 123, 113), (154, 157, 144), (99, 101, 92), (148, 148, 148)]",['horror'],2017,USA,Andrew Getty
3546,21225,['https://a.ltrbxd.com/resized/film-poster/2/1/2/2/5/21225-dylan-dog-dead-of-night-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/1/2/2/5/21225-dylan-dog-dead-of-night-0-150-0-225-crop.jpg', 'path': 'full/0cf82babf0d0e0cede4bc128e12acc1464608ab2.jpg', 'checksum': '8f5ee3b684757686ecb00ec3d34e92e3'}]",121.0,Dylan Dog: Dead of Night,1800.0,"(172, 110, 77)","[(167, 97, 66), (12, 7, 6), (92, 35, 27), (221, 194, 148), (120, 108, 76), (124, 100, 84)]","['science fiction', 'action', 'horror', 'mystery', 'comedy', 'thriller']",2011,USA,Kevin Munroe
3548,14240,['https://a.ltrbxd.com/resized/film-poster/1/4/2/4/0/14240-prom-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/4/2/4/0/14240-prom-0-150-0-225-crop.jpg', 'path': 'full/d9ecb847d765870c343435771024baa26d39483b.jpg', 'checksum': '931ec6bb477f17be176e3cd31b999ddb'}]",121.0,Prom,2500.0,"(204, 167, 123)","[(48, 61, 63), (204, 170, 124), (9, 163, 192), (39, 187, 204), (45, 143, 150), (148, 76, 76)]",['comedy'],2011,USA,Joe Nussbaum
3549,73081,['https://a.ltrbxd.com/resized/film-poster/7/3/0/8/1/73081-the-fantastic-flying-books-of-mr-morris-lessmore-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/7/3/0/8/1/73081-the-fantastic-flying-books-of-mr-morris-lessmore-0-150-0-225-crop.jpg', 'path': 'full/5800b64ace259540787f399d0e66076b7d840863.jpg', 'checksum': 'ab1bf2f022a67873b0f940272e068f52'}]",310.0,The Fantastic Flying Books of Mr Morris Lessmore,1500.0,"(114, 40, 20)","[(110, 35, 17), (214, 183, 122), (156, 110, 63), (36, 16, 9), (196, 125, 62), (172, 140, 132)]","['animation', 'adventure']",2011,USA,William Joyce
3552,67706,['https://a.ltrbxd.com/resized/film-poster/6/7/7/0/6/67706-geek-charming-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/7/7/0/6/67706-geek-charming-0-150-0-225-crop.jpg', 'path': 'full/0e10829f0ebdd5627520861696f55deb9d002cec.jpg', 'checksum': 'e771e76edb57880ceca842d8e4fa59ce'}]",187.0,Geek Charming,2800.0,"(201, 192, 208)","[(204, 195, 209), (83, 52, 44), (148, 106, 71), (80, 101, 145), (119, 141, 188), (125, 114, 151)]","['drama', 'family', 'tv movie', 'comedy']",2011,USA,Jeffrey Hornaday
3553,53012,['https://a.ltrbxd.com/resized/film-poster/5/3/0/1/2/53012-hot-coffee-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/3/0/1/2/53012-hot-coffee-0-150-0-225-crop.jpg', 'path': 'full/8c4ad2e38dc32b0fc1b9bde2f67a205eb7206763.jpg', 'checksum': 'ce9c43f803e4d99cc9d3974e4eafb276'}]",212.0,Hot Coffee,1400.0,"(231, 220, 198)","[(233, 222, 199), (104, 64, 38), (197, 138, 62), (194, 158, 103), (178, 149, 139), (116, 108, 100)]",['documentary'],2011,USA,Susan Saladoff
3554,69899,['https://a.ltrbxd.com/resized/film-poster/6/9/8/9/9/69899-girl-model-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/9/8/9/9/69899-girl-model-0-150-0-225-crop.jpg', 'path': 'full/6610c023c34a23019efadc14675e0cc8968227b2.jpg', 'checksum': '84a3c1393e302fe91b27da7fcd1bcab5'}]",103.0,Girl Model,1200.0,"(135, 140, 126)","[(148, 153, 138), (48, 53, 50), (225, 222, 212), (81, 78, 70), (88, 96, 73), (201, 210, 206)]",['documentary'],2011,USA,David Redmon
3556,56356,['https://a.ltrbxd.com/resized/film-poster/5/6/3/5/6/56356-portal-no-escape-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/6/3/5/6/56356-portal-no-escape-0-150-0-225-crop.jpg', 'path': 'full/47e41d824f43f167e36293d2e10c492bfa7f76da.jpg', 'checksum': 'bd6dc0bdb0d8b950e61079d620fa6dc5'}]",247.0,Portal: No Escape,1800.0,"(29, 46, 51)","[(26, 41, 45), (193, 236, 240), (124, 193, 238), (75, 124, 192), (51, 85, 125), (103, 119, 129)]","['science fiction', 'action']",2011,USA,Dan Trachtenberg
3559,61519,['https://a.ltrbxd.com/resized/film-poster/6/1/5/1/9/61519-little-birds-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/1/5/1/9/61519-little-birds-0-150-0-225-crop.jpg', 'path': 'full/b85865925dcb966ca8530e97d62e3c2c4c5a7907.jpg', 'checksum': '75ca3bfa4547b791053dbed05ca70df1'}]",154.0,Little Birds,1200.0,"(216, 210, 209)","[(218, 213, 213), (41, 52, 57), (97, 71, 58), (104, 159, 195), (124, 102, 85), (155, 132, 120)]",['drama'],2011,USA,Elgin James
3560,317008,['https://a.ltrbxd.com/resized/film-poster/3/1/7/0/0/8/317008-donald-trump-s-the-art-of-the-deal-the-movie-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/1/7/0/0/8/317008-donald-trump-s-the-art-of-the-deal-the-movie-0-150-0-225-crop.jpg', 'path': 'full/5fabf09b05e539a240421113c1791882e5793f6f.jpg', 'checksum': '6dafb61d6817765ab41f34cd4ebb3935'}]",330.0,Donald Trump's The Art of the Deal: The Movie,2500.0,"(46, 44, 40)","[(44, 42, 38), (194, 103, 107), (147, 136, 92), (123, 102, 92), (147, 159, 159), (92, 93, 101)]",['comedy'],2016,USA,Jeremy Konner
3561,63739,['https://a.ltrbxd.com/resized/film-poster/6/3/7/3/9/63739-urbanized-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/3/7/3/9/63739-urbanized-0-150-0-225-crop.jpg', 'path': 'full/c2b8ebf1a12799f94287029c895670e187abd16c.jpg', 'checksum': '9d0f31423db1f9923976d1e0ac88593e'}]",257.0,Urbanized,1100.0,"(7, 181, 251)","[(238, 249, 250), (5, 180, 251), (98, 209, 249), (152, 225, 250), (48, 195, 249), (60, 212, 252)]",['documentary'],2011,USA,Gary Hustwit
3563,253767,['https://a.ltrbxd.com/resized/film-poster/2/5/3/7/6/7/253767-barbershop-the-next-cut-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/5/3/7/6/7/253767-barbershop-the-next-cut-0-150-0-225-crop.jpg', 'path': 'full/fe4603c7fbb7f73e39a1c40853e14ddc02ad8999.jpg', 'checksum': '39079e45b4f2f02099f18780cae08fda'}]",343.0,Barbershop: The Next Cut,2300.0,"(39, 32, 35)","[(227, 221, 212), (123, 51, 53), (41, 33, 36), (149, 113, 90), (128, 125, 125), (76, 100, 142)]",['comedy'],2016,USA,Malcolm D. Lee
3564,268946,['https://a.ltrbxd.com/resized/film-poster/2/6/8/9/4/6/268946-true-memoirs-of-an-international-assassin-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/8/9/4/6/268946-true-memoirs-of-an-international-assassin-0-150-0-225-crop.jpg', 'path': 'full/3f56ba909351655390600fe5191de2756e4d57db.jpg', 'checksum': 'd0aed8b6492ceeff759405b858d64ebf'}]",175.0,True Memoirs of an International Assassin,2600.0,"(232, 228, 217)","[(60, 51, 53), (233, 230, 219), (144, 88, 69), (189, 141, 92), (145, 141, 135), (196, 156, 132)]","['comedy', 'action']",2016,USA,Jeff Wadlow
3565,281959,['https://a.ltrbxd.com/resized/film-poster/2/8/1/9/5/9/281959-fifty-shades-of-black-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/8/1/9/5/9/281959-fifty-shades-of-black-0-150-0-225-crop.jpg', 'path': 'full/e99f323108759a56593980946e8a3249d1782bf1.jpg', 'checksum': 'b4714da034fd9704ed1c8d0cc8cb0df5'}]",102.0,Fifty Shades of Black,2600.0,"(34, 30, 30)","[(36, 32, 32), (172, 48, 36), (231, 209, 193), (198, 131, 91), (99, 77, 74), (165, 151, 152)]","['romance', 'comedy']",2016,USA,Michael Tiddes
3567,307088,['https://a.ltrbxd.com/resized/film-poster/3/0/7/0/8/8/307088-as-you-are-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/0/7/0/8/8/307088-as-you-are-0-150-0-225-crop.jpg', 'path': 'full/b94d061319bb74ab62624913c1a71cbffc741976.jpg', 'checksum': '7ee51c70719ae2acfd1dba5fc17aaf00'}]",270.0,As You Are,1200.0,"(226, 227, 228)","[(63, 78, 92), (226, 228, 228), (142, 165, 170), (116, 116, 124), (121, 134, 124), (176, 172, 180)]","['mystery', 'drama']",2016,USA,Miles Joris-Peyrafitte
3570,304887,['https://a.ltrbxd.com/resized/film-poster/3/0/4/8/8/7/304887-carnage-park-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/0/4/8/8/7/304887-carnage-park-0-150-0-225-crop.jpg', 'path': 'full/2d2d82297d12f1171d4262f681b6d36b12492b4e.jpg', 'checksum': '83e68cea9a11b45ddcc024d51dd8a0de'}]",175.0,Carnage Park,1600.0,"(125, 48, 33)","[(249, 237, 202), (127, 48, 33), (217, 141, 71), (195, 154, 132), (158, 104, 92), (148, 130, 114)]","['action', 'horror', 'crime', 'thriller']",2016,USA,Mickey Keating
3572,220374,['https://a.ltrbxd.com/resized/film-poster/2/2/0/3/7/4/220374-the-disappointments-room-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/2/0/3/7/4/220374-the-disappointments-room-0-150-0-225-crop.jpg', 'path': 'full/b40fa1d9cc636603e94c367159b54ac27bd9f1b0.jpg', 'checksum': '9290b55de19214b91ea128c9706bfe4d'}]",55.0,The Disappointments Room,2000.0,"(7, 10, 12)","[(6, 8, 9), (144, 175, 179), (59, 81, 93), (37, 58, 69), (108, 112, 120), (76, 116, 132)]","['horror', 'thriller', 'drama']",2016,USA,D.J. Caruso
3575,244841,['https://a.ltrbxd.com/resized/film-poster/2/4/4/8/4/1/244841-carrie-pilby-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/4/4/8/4/1/244841-carrie-pilby-0-150-0-225-crop.jpg', 'path': 'full/a638466a0d05e1e1b237e0fb009a1216525829cd.jpg', 'checksum': '2d81cc6df0f8e4cb2a7ebfae83de06ed'}]",284.0,Carrie Pilby,1700.0,"(16, 69, 102)","[(217, 215, 215), (17, 69, 101), (134, 153, 167), (160, 130, 128), (146, 111, 108), (100, 148, 172)]",['comedy'],2016,USA,Susan Johnson
3577,225794,['https://a.ltrbxd.com/resized/film-poster/2/2/5/7/9/4/225794-cabin-fever-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/2/5/7/9/4/225794-cabin-fever-0-150-0-225-crop.jpg', 'path': 'full/30303a32a99b46fa6c1ce6d05902d9700b154f26.jpg', 'checksum': 'f7c7393978d24fc54a26de34d181c586'}]",84.0,Cabin Fever,2200.0,"(62, 33, 21)","[(214, 154, 117), (52, 25, 17), (156, 93, 58), (173, 137, 98), (111, 70, 45), (148, 116, 108)]",['horror'],2016,USA,Travis Zariwny
3578,307317,['https://a.ltrbxd.com/resized/film-poster/3/0/7/3/1/7/307317-looking-the-movie-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/0/7/3/1/7/307317-looking-the-movie-0-150-0-225-crop.jpg', 'path': 'full/6c44ba955d1aaccc5df8d78eed4d15f3c8cf2c75.jpg', 'checksum': 'b73c97336298c1c6e1bc9557d4b9789e'}]",506.0,Looking: The Movie,2100.0,"(212, 213, 193)","[(108, 81, 53), (217, 216, 196), (147, 108, 83), (106, 93, 78), (184, 147, 108), (155, 169, 143)]","['romance', 'drama', 'comedy']",2016,USA,Andrew Haigh
3581,336192,['https://a.ltrbxd.com/resized/film-poster/3/3/6/1/9/2/336192-death-race-2050-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/3/6/1/9/2/336192-death-race-2050-0-150-0-225-crop.jpg', 'path': 'full/83092ed592256cf5b9f1872b3252d9ce9ffb96c2.jpg', 'checksum': '83fb96431cbbfe96322b812ea2bd6c0d'}]",186.0,Death Race 2050,1200.0,"(198, 190, 180)","[(200, 192, 182), (44, 28, 33), (140, 53, 51), (142, 108, 106), (198, 119, 61), (205, 158, 110)]","['action', 'comedy', 'science fiction']",2017,USA,G.J. Echternkamp
3582,285483,['https://a.ltrbxd.com/resized/film-poster/2/8/5/4/8/3/285483-father-figures-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/8/5/4/8/3/285483-father-figures-0-150-0-225-crop.jpg', 'path': 'full/fdab8cb84f4693469d4ac45adb364467f9f6c994.jpg', 'checksum': 'a50dc6780f18f6500d6b2b9bb04ffb21'}]",64.0,Father Figures,954.0,"(179, 128, 101)","[(188, 136, 109), (39, 26, 25), (105, 49, 30), (238, 238, 235), (238, 206, 179), (123, 70, 40)]",['comedy'],2017,USA,Lawrence Sher
