,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
651,44667,['https://a.ltrbxd.com/resized/film-poster/4/4/6/6/7/44667-9-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/4/6/6/7/44667-9-0-150-0-225-crop.jpg', 'path': 'full/51eae77f15c13e6759d16525b393e229737ccb9a.jpg', 'checksum': 'deb826f11799e827db860fb84d5c6397'}]",2900.0,9,25000.0,"(53, 54, 43)","[(182, 202, 121), (49, 47, 39), (113, 131, 86), (144, 156, 140), (108, 94, 66), (166, 150, 76)]","['animation', 'science fiction', 'thriller', 'adventure', 'action']",2009,USA,Shane Acker
652,42315,['https://a.ltrbxd.com/resized/film-poster/4/2/3/1/5/42315-monsters-vs-aliens-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/2/3/1/5/42315-monsters-vs-aliens-0-150-0-225-crop.jpg', 'path': 'full/e949deb25689e3498b45f285505f5fcdd6032497.jpg', 'checksum': '81d711a3891b007f66b465a1cdd57978'}]",2100.0,Monsters vs Aliens,32000.0,"(71, 142, 187)","[(221, 184, 141), (129, 185, 199), (37, 36, 66), (107, 127, 49), (20, 161, 245), (56, 89, 139)]","['animation', 'family', 'adventure', 'science fiction']",2009,USA,Rob Letterman
655,36500,['https://a.ltrbxd.com/resized/film-poster/3/6/5/0/0/36500-black-dynamite-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/6/5/0/0/36500-black-dynamite-0-150-0-225-crop.jpg', 'path': 'full/d530159396a58f6aec931d70860500550cd38a10.jpg', 'checksum': '38871b0135dbfdfdb95f962676f77af0'}]",3800.0,Black Dynamite,14000.0,"(23, 31, 42)","[(154, 47, 52), (240, 229, 219), (22, 29, 41), (141, 109, 100), (133, 133, 135), (22, 134, 168)]","['action', 'comedy']",2009,USA,Scott Sanders
656,42603,['https://a.ltrbxd.com/resized/film-poster/4/2/6/0/3/42603-crank-high-voltage-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/2/6/0/3/42603-crank-high-voltage-0-150-0-225-crop.jpg', 'path': 'full/4c7abe7654b764afe83d1504c90066c06905182b.jpg', 'checksum': 'ba924469cea88dbbefe51a65dbce8d63'}]",2600.0,Crank: High Voltage,22000.0,"(211, 210, 212)","[(36, 34, 34), (210, 210, 212), (125, 114, 112), (157, 161, 163), (143, 146, 150), (174, 49, 65)]","['crime', 'action', 'thriller']",2009,USA,Mark Neveldine
657,36501,['https://a.ltrbxd.com/resized/sm/upload/ca/ge/3i/f3/4BFGuCcdV7y8mFYzBhgj00d3b1z-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ca/ge/3i/f3/4BFGuCcdV7y8mFYzBhgj00d3b1z-0-150-0-225-crop.jpg', 'path': 'full/23ad1961b4a7ade4a6dd17f872ab6f6364f4882a.jpg', 'checksum': 'c48ca01d93ad1c624a2f9404d6be69d3'}]",2400.0,Julie & Julia,22000.0,"(14, 10, 9)","[(210, 174, 110), (15, 10, 9), (130, 65, 31), (246, 227, 210), (158, 105, 39), (84, 100, 100)]","['drama', 'romance']",2009,USA,Nora Ephron
658,40316,['https://a.ltrbxd.com/resized/film-poster/4/0/3/1/6/40316-bruno-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/0/3/1/6/40316-bruno-0-150-0-225-crop.jpg', 'path': 'full/d0ee87a8adbca56e7742f9caf287d55aae22ff51.jpg', 'checksum': 'dbac49ba965457d23e91c86a9f65575c'}]",1500.0,Brüno,26000.0,"(188, 224, 214)","[(189, 224, 214), (175, 148, 30), (72, 162, 168), (207, 169, 97), (129, 101, 94), (63, 53, 16)]",['comedy'],2009,USA,Larry Charles
659,47781,['https://a.ltrbxd.com/resized/sm/upload/aq/kj/sh/pl/rpOsyVK8cvZbjoIxn0OGY37Im5V-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/aq/kj/sh/pl/rpOsyVK8cvZbjoIxn0OGY37Im5V-0-150-0-225-crop.jpg', 'path': 'full/35e78b55101ee451ba33fe7cf2556eea6d65e29e.jpg', 'checksum': '44e4eaba1283d053f5a080ce2efa6271'}]",2000.0,Ice Age: Dawn of the Dinosaurs,35000.0,"(199, 148, 81)","[(26, 52, 90), (195, 133, 70), (187, 219, 239), (88, 43, 27), (105, 91, 61), (245, 220, 125)]","['family', 'comedy', 'adventure', 'animation']",2009,USA,Carlos Saldanha
660,45055,['https://a.ltrbxd.com/resized/sm/upload/1f/um/4k/xr/aznE6p9hytgOXHOw6Pq9hStuPtz-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/1f/um/4k/xr/aznE6p9hytgOXHOw6Pq9hStuPtz-0-150-0-225-crop.jpg', 'path': 'full/3e8e27a7e473ea475ba443dd0cba225c04e1cfe6.jpg', 'checksum': '59face189264e69e9243fb863a85749d'}]",2500.0,The Bad Lieutenant: Port of Call - New Orleans,15000.0,"(192, 183, 181)","[(192, 185, 183), (16, 15, 15), (100, 88, 87), (131, 132, 131), (143, 12, 39), (126, 124, 132)]","['crime', 'drama']",2009,USA,Werner Herzog
661,40653,['https://a.ltrbxd.com/resized/film-poster/4/0/6/5/3/40653-a-christmas-carol-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/0/6/5/3/40653-a-christmas-carol-0-150-0-225-crop.jpg', 'path': 'full/b3f63d8ddeab049920cafd211129a452c34a0732.jpg', 'checksum': 'c2b11e3e6379c192fe1aa30b4da86ee0'}]",2000.0,A Christmas Carol,25000.0,"(220, 225, 230)","[(32, 34, 69), (223, 232, 236), (149, 197, 233), (63, 115, 213), (146, 72, 66), (206, 69, 55)]","['family', 'animation', 'drama']",2009,USA,Robert Zemeckis
662,15076,['https://a.ltrbxd.com/resized/film-poster/1/5/0/7/6/15076-the-twilight-saga-breaking-dawn-part-2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/5/0/7/6/15076-the-twilight-saga-breaking-dawn-part-2-0-150-0-225-crop.jpg', 'path': 'full/c67ee2e2634adb887c93e84ae35d6e30086cf39a.jpg', 'checksum': '5c5b5a3a2fa95027cec7b68d59b82bb8'}]",1800.0,The Twilight Saga: Breaking Dawn - Part 2,33000.0,"(29, 26, 30)","[(188, 169, 154), (28, 25, 28), (111, 101, 101), (135, 138, 152), (79, 81, 96), (137, 140, 134)]","['fantasy', 'romance', 'adventure', 'drama']",2012,USA,Bill Condon
663,47478,['https://a.ltrbxd.com/resized/sm/upload/77/fa/xg/69/qtAuWLGQ7N4PNQ6boZeqqoUY2l9-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/77/fa/xg/69/qtAuWLGQ7N4PNQ6boZeqqoUY2l9-0-150-0-225-crop.jpg', 'path': 'full/7657ae4577fad4a44ebbc2e3c5bbbd746b5fad43.jpg', 'checksum': '137b9af4734fdbf775c74057b0d65193'}]",2400.0,I Love You Phillip Morris,18000.0,"(246, 216, 9)","[(240, 73, 16), (247, 217, 8), (79, 95, 113), (212, 129, 48), (226, 194, 161), (171, 173, 72)]","['comedy', 'romance', 'drama']",2009,USA,Glenn Ficarra
668,89808,['https://a.ltrbxd.com/resized/sm/upload/av/e8/u2/zr/txWxJL83NqBUzmrNn1HSJhktm5d-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/av/e8/u2/zr/txWxJL83NqBUzmrNn1HSJhktm5d-0-150-0-225-crop.jpg', 'path': 'full/71f4e9ae6cabf171012a31150ba448800c64a999.jpg', 'checksum': '63399908a922d672b798891d2805b3ac'}]",1900.0,Hitchcock,18000.0,"(119, 18, 7)","[(218, 189, 156), (119, 16, 5), (14, 11, 8), (165, 151, 132), (135, 100, 79), (148, 132, 124)]",['drama'],2012,USA,Sacha Gervasi
671,57152,['https://a.ltrbxd.com/resized/sm/upload/v3/ut/cn/79/lHcaLiPDDrLmJAL2MTlMzgM2s2x-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/v3/ut/cn/79/lHcaLiPDDrLmJAL2MTlMzgM2s2x-0-150-0-225-crop.jpg', 'path': 'full/edc46989fc09add8eb6f050cb2ee96ca3a1cc6fe.jpg', 'checksum': '4ee5fbaec1715bc71f30f83ef1bcb362'}]",1500.0,Abraham Lincoln: Vampire Hunter,21000.0,"(191, 206, 210)","[(193, 211, 215), (13, 20, 31), (108, 172, 187), (72, 140, 162), (52, 108, 130), (34, 76, 99)]","['horror', 'action', 'fantasy']",2012,USA,Timur Bekmambetov
673,16086,['https://a.ltrbxd.com/resized/sm/upload/kt/wc/i4/lc/khfyc8Yeub0JvD9kk29vqYsPsIi-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/kt/wc/i4/lc/khfyc8Yeub0JvD9kk29vqYsPsIi-0-150-0-225-crop.jpg', 'path': 'full/473acd70ed8b51b451a4ffa42513c57576616ce5.jpg', 'checksum': 'e0c0aafc2a36434e65ee3a64ac89e46e'}]",2200.0,Premium Rush,20000.0,"(37, 31, 30)","[(203, 205, 207), (25, 22, 21), (146, 164, 173), (121, 95, 89), (100, 127, 145), (192, 75, 68)]","['action', 'crime', 'thriller']",2012,USA,David Koepp
675,62229,['https://a.ltrbxd.com/resized/film-poster/6/2/2/2/9/62229-john-dies-at-the-end-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/2/2/2/9/62229-john-dies-at-the-end-0-150-0-225-crop.jpg', 'path': 'full/4164f109af72b27d44bf704577e7c06e9950f95a.jpg', 'checksum': 'd893da7418d02e7877b7a079b6b0a26e'}]",2300.0,John Dies at the End,13000.0,"(218, 147, 56)","[(42, 29, 36), (222, 149, 57), (151, 46, 29), (229, 206, 100), (137, 92, 61), (217, 211, 174)]","['horror', 'comedy']",2012,USA,Don Coscarelli
676,107241,['https://a.ltrbxd.com/resized/film-poster/1/0/7/2/4/1/107241-paperman-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/0/7/2/4/1/107241-paperman-0-150-0-225-crop.jpg', 'path': 'full/699a9a44760d3ddc4d415ca89aa3ffdcc7fd9f9b.jpg', 'checksum': '69ee1b515acd98d40b0313b771b62e8d'}]",4800.0,Paperman,20000.0,"(186, 186, 184)","[(188, 188, 186), (40, 40, 40), (115, 115, 114), (84, 84, 84), (92, 92, 92), (132, 132, 130)]","['family', 'romance', 'animation']",2012,USA,John Kahrs
677,20367,['https://a.ltrbxd.com/resized/sm/upload/rn/9u/d1/n9/nz00Em6g5wFaYk1oDNoRwZILRmG-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/rn/9u/d1/n9/nz00Em6g5wFaYk1oDNoRwZILRmG-0-150-0-225-crop.jpg', 'path': 'full/982db7a4122185138be19d9afc4d8f494790fee8.jpg', 'checksum': '98f490f8411a04b20b4983709621ebdf'}]",1100.0,Battleship,20000.0,"(18, 26, 26)","[(181, 203, 199), (17, 26, 26), (112, 155, 152), (87, 114, 112), (56, 96, 97), (84, 132, 140)]","['science fiction', 'action', 'adventure', 'thriller']",2012,USA,Peter Berg
678,64412,['https://a.ltrbxd.com/resized/sm/upload/kh/lc/jp/f8/6uH8BOWN60mu2Vd5z4jCaVWb2ix-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/kh/lc/jp/f8/6uH8BOWN60mu2Vd5z4jCaVWb2ix-0-150-0-225-crop.jpg', 'path': 'full/ea69306c857c62cb6ad774fb84107dd37a4d2653.jpg', 'checksum': '738de80995eab28a74a4ecf180e242d9'}]",1500.0,The Campaign,22000.0,"(222, 179, 169)","[(40, 34, 39), (223, 188, 177), (75, 138, 181), (143, 180, 205), (144, 96, 81), (211, 43, 56)]",['comedy'],2012,USA,Jay Roach
679,57927,['https://a.ltrbxd.com/resized/film-poster/5/7/9/2/7/57927-american-reunion-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/7/9/2/7/57927-american-reunion-0-150-0-225-crop.jpg', 'path': 'full/a73eb2b9d1caa6b57c880de8e77f3ac911b97755.jpg', 'checksum': 'e01b40695f8efdb0932912d6a877911f'}]",1800.0,American Reunion,24000.0,"(221, 189, 172)","[(32, 22, 21), (234, 209, 198), (193, 47, 34), (160, 104, 88), (144, 90, 60), (190, 138, 103)]",['comedy'],2012,USA,Jon Hurwitz
680,277053,['https://a.ltrbxd.com/resized/film-poster/2/7/7/0/5/3/277053-the-girl-on-the-train-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/7/7/0/5/3/277053-the-girl-on-the-train-0-150-0-225-crop.jpg', 'path': 'full/3266cd60e10927696fc6460ff13b743a0c95087b.jpg', 'checksum': '69afa5f2fc4323cb0c2e75432cdd1674'}]",3900.0,The Girl on the Train,36000.0,"(41, 51, 53)","[(40, 51, 53), (176, 173, 152), (114, 124, 113), (159, 137, 115), (108, 92, 83), (148, 148, 148)]","['romance', 'thriller', 'drama', 'crime', 'mystery']",2016,USA,Tate Taylor
681,229981,['https://a.ltrbxd.com/resized/film-poster/2/2/9/9/8/1/229981-the-accountant-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/2/9/9/8/1/229981-the-accountant-0-150-0-225-crop.jpg', 'path': 'full/437975541e898bbf0adeacdb94660dec8ae1c87f.jpg', 'checksum': 'ef1a8187e6e97489d8bb91aa68427bde'}]",6300.0,The Accountant,35000.0,"(34, 60, 65)","[(190, 190, 187), (32, 58, 64), (119, 132, 132), (91, 106, 109), (140, 155, 156), (140, 172, 164)]","['crime', 'thriller', 'drama']",2016,USA,Gavin O'Connor
684,255661,['https://a.ltrbxd.com/resized/sm/upload/he/r7/r6/5u/9qv3D1danfYQLZj21EgWvjMHbz6-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/he/r7/r6/5u/9qv3D1danfYQLZj21EgWvjMHbz6-0-150-0-225-crop.jpg', 'path': 'full/83b61775421051062d85464a1bcd7bc1b33487d7.jpg', 'checksum': '6059e20815590227927134cbaeb19a89'}]",4800.0,The Secret Life of Pets,42000.0,"(189, 177, 184)","[(194, 186, 194), (43, 50, 64), (88, 54, 62), (91, 106, 152), (143, 95, 72), (141, 103, 106)]","['adventure', 'comedy']",2016,USA,Chris Renaud
685,270476,['https://a.ltrbxd.com/resized/film-poster/2/7/0/4/7/6/270476-popstar-never-stop-never-stopping-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/7/0/4/7/6/270476-popstar-never-stop-never-stopping-0-150-0-225-crop.jpg', 'path': 'full/09a4a3b80858a1db7875f105ab1f7bef7d21eec9.jpg', 'checksum': '69a5f130e406f40aa022a37bed243e26'}]",7100.0,Popstar: Never Stop Never Stopping,30000.0,"(230, 197, 94)","[(233, 202, 97), (126, 72, 25), (250, 237, 184), (192, 126, 51), (175, 111, 33), (140, 102, 46)]","['comedy', 'music']",2016,USA,Akiva Schaffer
687,311962,['https://a.ltrbxd.com/resized/sm/upload/uy/c2/ed/fu/khDYdmPFlaTqeLQVD4ds4xC1mIf-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/uy/c2/ed/fu/khDYdmPFlaTqeLQVD4ds4xC1mIf-0-150-0-225-crop.jpg', 'path': 'full/7b64254850f35f72ce5944ed6dd8f1fbf189e572.jpg', 'checksum': 'a68ab3272f2688b473a941d897e2118f'}]",6900.0,Hush,35000.0,"(35, 37, 38)","[(36, 37, 39), (179, 177, 176), (120, 121, 126), (143, 144, 150), (148, 156, 162), (90, 101, 104)]","['thriller', 'horror']",2016,USA,Mike Flanagan
688,262003,['https://a.ltrbxd.com/resized/film-poster/2/6/2/0/0/3/262003-the-magnificent-seven-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/2/0/0/3/262003-the-magnificent-seven-0-150-0-225-crop.jpg', 'path': 'full/40eae0ec1c75b5799fd1258c9f6f8514d278c4d3.jpg', 'checksum': '5186094b60415e55874baab3432d9fea'}]",5100.0,The Magnificent Seven,32000.0,"(147, 147, 139)","[(147, 147, 139), (26, 25, 25), (144, 122, 55), (228, 227, 225), (71, 56, 49), (194, 204, 204)]","['western', 'action', 'adventure']",2016,USA,Antoine Fuqua
689,6604,['https://a.ltrbxd.com/resized/sm/upload/5i/hg/y0/yz/this-means-war-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/5i/hg/y0/yz/this-means-war-0-150-0-225-crop.jpg', 'path': 'full/1e346d52b7f407de3a822700cb19a14ea7b4841e.jpg', 'checksum': '293c29f2be1580f7f9542693cf0c7886'}]",1700.0,This Means War,24000.0,"(20, 19, 19)","[(216, 204, 194), (20, 19, 19), (139, 57, 51), (147, 110, 87), (112, 117, 120), (58, 76, 90)]","['comedy', 'romance', 'action']",2012,USA,McG
691,261112,['https://a.ltrbxd.com/resized/film-poster/2/6/1/1/1/2/261112-the-shallows-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/1/1/1/2/261112-the-shallows-0-150-0-225-crop.jpg', 'path': 'full/bf7cd1f271b1c50d0f5957de0f935588d2100d07.jpg', 'checksum': '2ac1592e73dff9448787d1e8db1fee91'}]",5300.0,The Shallows,33000.0,"(10, 83, 116)","[(7, 71, 106), (103, 195, 197), (9, 10, 19), (13, 147, 178), (24, 132, 150), (177, 20, 23)]","['horror', 'drama', 'thriller']",2016,USA,Jaume Collet-Serra
693,237378,['https://a.ltrbxd.com/resized/sm/upload/92/i7/c9/p4/fxvlzT7yyKiZneTDPwk85BSw1JF-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/92/i7/c9/p4/fxvlzT7yyKiZneTDPwk85BSw1JF-0-150-0-225-crop.jpg', 'path': 'full/c1079e363d3f9ee5f9c2a5d3e7e01ae6885518b2.jpg', 'checksum': '9fec82853eae33f122c55191737b0eea'}]",4800.0,The Founder,28000.0,"(241, 188, 44)","[(190, 14, 8), (241, 187, 42), (192, 135, 65), (204, 163, 134), (77, 46, 23), (188, 180, 152)]","['drama', 'history']",2016,USA,John Lee Hancock
694,255900,['https://a.ltrbxd.com/resized/film-poster/2/5/5/9/0/0/255900-nerve-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/5/5/9/0/0/255900-nerve-0-150-0-225-crop.jpg', 'path': 'full/673fd1b3472b5ff53b47e627b3ba29c52d28a7b9.jpg', 'checksum': 'c0909ce8e4dd3a4c425aaec26fa487dc'}]",5500.0,Nerve,35000.0,"(47, 52, 182)","[(202, 129, 235), (46, 51, 202), (65, 203, 226), (31, 37, 68), (40, 142, 209), (42, 53, 120)]","['adventure', 'mystery', 'crime']",2016,USA,Henry Joost
697,266427,['https://a.ltrbxd.com/resized/film-poster/2/6/6/4/2/7/266427-american-made-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/6/4/2/7/266427-american-made-0-150-0-225-crop.jpg', 'path': 'full/394c36cbdc7c90f0b0681e7915d54cbfd459c09b.jpg', 'checksum': '33d1b1f7544b94702db9a29a7ca38719'}]",3600.0,American Made,18000.0,"(56, 40, 37)","[(176, 59, 38), (246, 237, 217), (55, 38, 34), (194, 127, 90), (143, 149, 150), (98, 124, 148)]","['action', 'history', 'comedy', 'crime']",2017,USA,Doug Liman
698,181943,['https://a.ltrbxd.com/resized/film-poster/1/8/1/9/4/3/181943-a-monster-calls-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/8/1/9/4/3/181943-a-monster-calls-0-150-0-225-crop.jpg', 'path': 'full/5948c62517fd96acc47bfec94e3054a7e36f4c25.jpg', 'checksum': 'bbe538a1441106a583d7a1b6c90f5cec'}]",5800.0,A Monster Calls,21000.0,"(91, 50, 53)","[(232, 230, 196), (96, 54, 54), (154, 116, 81), (172, 137, 112), (116, 105, 100), (132, 92, 100)]","['drama', 'fantasy']",2016,USA,Juan Antonio Bayona
700,324575,['https://a.ltrbxd.com/resized/sm/upload/cs/4h/d7/ej/5CGjlz2vyBhW5xHW4eNOZIdgzYq-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/cs/4h/d7/ej/5CGjlz2vyBhW5xHW4eNOZIdgzYq-0-150-0-225-crop.jpg', 'path': 'full/33784ccf5ce990b93fce71b029c655fddce6179b.jpg', 'checksum': 'c44a04036c5eec9f91fa16b5e4d01345'}]",3300.0,The Hitman's Bodyguard,19000.0,"(15, 6, 5)","[(241, 81, 13), (13, 5, 5), (142, 42, 21), (250, 170, 43), (172, 124, 64), (80, 52, 40)]","['comedy', 'action']",2017,USA,Patrick Hughes
702,332434,['https://a.ltrbxd.com/resized/sm/upload/eb/t4/dh/y0/lGgIQ10NJ3d0X0uFbbUN4pRrMFZ-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/eb/t4/dh/y0/lGgIQ10NJ3d0X0uFbbUN4pRrMFZ-0-150-0-225-crop.jpg', 'path': 'full/67e0d480b3e1e18b7b7789cf1d25f2e491093f59.jpg', 'checksum': '209eba9bf01ba681c413c1c9e577f2ca'}]",4300.0,Brawl in Cell Block 99,13000.0,"(223, 216, 210)","[(53, 85, 128), (231, 222, 214), (118, 99, 116), (139, 137, 155), (170, 140, 103), (98, 156, 196)]","['thriller', 'action', 'crime']",2017,USA,S. Craig Zahler
704,223050,['https://a.ltrbxd.com/resized/film-poster/2/2/3/0/5/0/223050-the-boss-baby-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/2/3/0/5/0/223050-the-boss-baby-0-150-0-225-crop.jpg', 'path': 'full/dcb8eb0e8a1d41d335cee8bd629db4bf47994ac4.jpg', 'checksum': '6cd7ab7e4036ce9e835d06fb1dac11da'}]",2600.0,The Boss Baby,22000.0,"(22, 99, 137)","[(230, 210, 197), (22, 100, 138), (135, 198, 221), (189, 119, 89), (154, 88, 67), (32, 197, 242)]","['family', 'comedy', 'animation']",2017,USA,Tom McGrath
706,379194,['https://a.ltrbxd.com/resized/sm/upload/go/bp/qy/bj/8oWOde1s6jPcbcoZK6JWHxYzOsP-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/go/bp/qy/bj/8oWOde1s6jPcbcoZK6JWHxYzOsP-0-150-0-225-crop.jpg', 'path': 'full/6b314a71b4963dc1804b4b95389bcc137f45cd28.jpg', 'checksum': 'f283bbe20123fa37c716ec23609a5de1'}]",1900.0,All the Money in the World,11000.0,"(25, 41, 35)","[(196, 183, 137), (24, 40, 34), (105, 98, 68), (134, 152, 125), (68, 97, 79), (126, 137, 132)]","['history', 'crime', 'thriller', 'drama']",2017,USA,Ridley Scott
707,228454,['https://a.ltrbxd.com/resized/sm/upload/xr/23/gp/jx/5vVvTa3C5m17SnP4A5HF57XsA5n-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/xr/23/gp/jx/5vVvTa3C5m17SnP4A5HF57XsA5n-0-150-0-225-crop.jpg', 'path': 'full/ec8e7001833b84e1dc4dcfd2d8eea1a51f9d5577.jpg', 'checksum': '6e134a9c75c38f9c12b5788fb2824bbc'}]",1100.0,Downsizing,12000.0,"(238, 237, 236)","[(46, 68, 81), (240, 240, 239), (145, 100, 64), (208, 153, 65), (135, 148, 154), (201, 160, 145)]","['comedy', 'drama', 'science fiction']",2017,USA,Alexander Payne
708,269341,['https://a.ltrbxd.com/resized/sm/upload/0y/1p/zz/j6/rxQynWvwl41VbJGb0FEyYtuRwS2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/0y/1p/zz/j6/rxQynWvwl41VbJGb0FEyYtuRwS2-0-150-0-225-crop.jpg', 'path': 'full/bd2d72781c0c04c0f6d95d4c991df7b76b06dd49.jpg', 'checksum': '762bdfdf67ddcd21a662af94ccf7a3d6'}]",2000.0,Baywatch,20000.0,"(144, 177, 199)","[(142, 182, 209), (21, 40, 50), (150, 37, 29), (181, 107, 69), (218, 198, 181), (110, 111, 126)]","['comedy', 'action']",2017,USA,Seth Gordon
709,335666,['https://a.ltrbxd.com/resized/sm/upload/qr/og/nn/p2/2l1rACWEktbcxKGMPqvP5d905qC-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/qr/og/nn/p2/2l1rACWEktbcxKGMPqvP5d905qC-0-150-0-225-crop.jpg', 'path': 'full/be9bd508ea3aaee0fadc285e3f69cd26805cf65f.jpg', 'checksum': '652676b79e11b05d211b5902563dd26a'}]",3700.0,Gifted,14000.0,"(134, 83, 47)","[(134, 82, 45), (29, 33, 20), (234, 227, 176), (211, 166, 116), (208, 135, 81), (193, 178, 158)]",['drama'],2017,USA,Marc Webb
710,330790,['https://a.ltrbxd.com/resized/film-poster/3/3/0/7/9/0/330790-annabelle-creation-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/3/0/7/9/0/330790-annabelle-creation-0-150-0-225-crop.jpg', 'path': 'full/57bb57a0fd3638ea70837fd10d2f6ed35ed0141b.jpg', 'checksum': 'd2dbe786ca33d4d1a84f83384898fd31'}]",2800.0,Annabelle: Creation,18000.0,"(25, 45, 49)","[(24, 43, 48), (181, 188, 173), (86, 118, 130), (126, 165, 179), (109, 145, 166), (100, 108, 89)]","['horror', 'thriller', 'mystery']",2017,USA,David F. Sandberg
711,184062,['https://a.ltrbxd.com/resized/sm/upload/l2/9c/z9/ys/fyy1nDC8wm553FCiBDojkJmKLCs-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/l2/9c/z9/ys/fyy1nDC8wm553FCiBDojkJmKLCs-0-150-0-225-crop.jpg', 'path': 'full/51a54ca553550ef12430d8726cdd945a5eab28dd.jpg', 'checksum': '6ac1f0f3b39f2f4f6044c64471442f27'}]",2200.0,Cars 3,13000.0,"(63, 59, 69)","[(79, 118, 136), (210, 179, 153), (63, 18, 20), (61, 157, 201), (150, 191, 205), (52, 45, 57)]","['family', 'animation', 'adventure', 'comedy']",2017,USA,Brian Fee
712,338017,['https://a.ltrbxd.com/resized/sm/upload/1g/pp/xg/9f/lRLoSm2Yp0lRvme5xxE31qbDbYv-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/1g/pp/xg/9f/lRLoSm2Yp0lRvme5xxE31qbDbYv-0-150-0-225-crop.jpg', 'path': 'full/fd0418cde24f8786cab542140a053f4813576edf.jpg', 'checksum': 'fc0b55dd169b4055374d252197663ec5'}]",3900.0,Brigsby Bear,11000.0,"(209, 192, 171)","[(46, 20, 32), (211, 193, 171), (119, 95, 89), (163, 123, 106), (141, 131, 132), (140, 140, 132)]","['comedy', 'drama']",2017,USA,Dave McCary
